employee_key,employee_id,first_name,last_name,email,department,role_family,job_level,manager_employee_id,location,compensation_band_percentile,engagement_score,valid_from,valid_to,is_current,change_reason
163,EMP_0094,Vijay,Shetty,vijay.shetty@company.com,Finance,Financial Analyst,L2,EMP_0019,Remote - India,95.29,3,2023-12-19,2025-07-28,False,Promotion
164,EMP_0094,Vijay,Shetty,vijay.shetty@company.com,Finance,Financial Analyst,L3,EMP_0019,Remote - India,99.0,4,2025-07-29,,True,Promotion
165,EMP_0095,Shweta,Shetty,shweta.shetty@company.com,Engineering,Tech Lead,L1,EMP_0002,Remote - India,34.86,3,2024-12-24,2026-03-11,False,Hire
166,EMP_0095,Shweta,Shetty,shweta.shetty@company.com,Engineering,Tech Lead,L2,EMP_0002,Remote - India,45.2,4,2026-03-12,2027-02-24,False,Promotion
167,EMP_0095,Shweta,Shetty,shweta.shetty@company.com,Engineering,Tech Lead,L3,EMP_0002,Remote - India,52.5,4,2027-02-25,,True,Promotion
168,EMP_0096,Shweta,Gowda,shweta.gowda@company.com,Engineering,Senior Developer,L1,EMP_0002,Remote - India,58.48,2,2023-04-04,2024-01-30,False,Hire
169,EMP_0097,Anil,Bhat,anil.bhat@company.com,Sales,Account Executive,L1,EMP_0021,Bengaluru Office,77.18,3,2025-06-18,2026-12-13,False,Hire
170,EMP_0097,Anil,Bhat,anil.bhat@company.com,Sales,Account Executive,L2,EMP_0021,Bengaluru Office,89.54,3,2026-12-14,,True,Promotion
171,EMP_0098,Vijay,Shetty,vijay.shetty@company.com,Sales,Business Development Rep,L1,EMP_0002,Bengaluru Office,27.14,3,2023-06-12,2024-04-29,False,Hire
172,EMP_0098,Vijay,Shetty,vijay.shetty@company.com,Sales,Business Development Rep,L2,EMP_0002,Bengaluru Office,39.13,4,2024-04-30,,True,Promotion
173,EMP_0099,Roopa,Desai,roopa.desai@company.com,Sales,Account Executive,L1,EMP_0003,Hubballi Office,83.1,3,2023-10-08,2024-10-27,False,Hire
174,EMP_0099,Roopa,Desai,roopa.desai@company.com,Sales,Account Executive,L2,EMP_0003,Hubballi Office,90.91,3,2024-10-28,,True,Promotion
175,EMP_0100,Deepika,Kulkarni,deepika.kulkarni@company.com,Marketing,Marketing Manager,L1,EMP_0004,Hubballi Office,61.25,4,2023-12-16,,True,Hire
176,EMP_0101,Anil,Rao,anil.rao@company.com,Engineering,Tech Lead,L1,EMP_0005,Hubballi Office,48.32,4,2024-02-28,2025-03-19,False,Hire
177,EMP_0101,Anil,Rao,anil.rao@company.com,Engineering,Tech Lead,L2,EMP_0005,Hubballi Office,62.85,5,2025-03-20,,True,Promotion
178,EMP_0102,Manjunath,Gowda,manjunath.gowda@company.com,Finance,Accountant,L1,EMP_0009,Mumbai Office,73.22,4,2024-02-07,2025-01-13,False,Hire
179,EMP_0102,Manjunath,Gowda,manjunath.gowda@company.com,Finance,Accountant,L2,EMP_0009,Mumbai Office,85.67,4,2025-01-14,,True,Promotion
180,EMP_0103,Sandeep,Gowda,sandeep.gowda@company.com,HR,HR Business Partner,L1,EMP_0013,Hubballi Office,92.63,5,2023-05-26,2024-12-10,False,Hire
181,EMP_0103,Sandeep,Gowda,sandeep.gowda@company.com,HR,HR Business Partner,L2,EMP_0013,Hubballi Office,99.0,4,2024-12-11,,True,Promotion
182,EMP_0104,Sandeep,Kulkarni,sandeep.kulkarni@company.com,Marketing,Marketing Manager,L1,EMP_0049,Mumbai Office,57.88,2,2024-08-23,2026-03-30,False,Hire
183,EMP_0104,Sandeep,Kulkarni,sandeep.kulkarni@company.com,Marketing,Marketing Manager,L2,EMP_0049,Mumbai Office,70.2,1,2026-03-31,2027-04-22,False,Promotion
184,EMP_0104,Sandeep,Kulkarni,sandeep.kulkarni@company.com,Marketing,Marketing Manager,L3,EMP_0049,Mumbai Office,76.23,2,2027-04-23,,True,Promotion
185,EMP_0105,Priyanka,Patil,priyanka.patil@company.com,Engineering,Senior Developer,L1,EMP_0017,Bengaluru Office,51.74,2,2023-09-06,2024-08-22,False,Hire
186,EMP_0105,Priyanka,Patil,priyanka.patil@company.com,Engineering,Senior Developer,L2,EMP_0017,Bengaluru Office,58.36,1,2024-08-23,,True,Promotion
187,EMP_0106,Priyanka,Desai,priyanka.desai@company.com,Marketing,SEO Executive,L1,EMP_0050,Remote - India,75.87,3,2025-06-21,,True,Hire
188,EMP_0107,Priyanka,Gowda,priyanka.gowda@company.com,Finance,Accountant,L1,EMP_0023,Hubballi Office,80.39,2,2024-05-10,2025-05-10,False,Hire
189,EMP_0108,Deepika,Kulkarni,deepika.kulkarni@company.com,Customer Success,CS Specialist,L1,EMP_0021,Hubballi Office,20.7,5,2023-10-16,,True,Hire
190,EMP_0109,Deepika,Kulkarni,deepika.kulkarni@company.com,Customer Success,Support Engineer,L1,EMP_0020,Remote - India,47.58,4,2021-07-21,2023-02-08,False,Hire
191,EMP_0109,Deepika,Kulkarni,deepika.kulkarni@company.com,Customer Success,Support Engineer,L2,EMP_0020,Remote - India,55.77,3,2023-02-09,,True,Promotion
192,EMP_0110,Kavitha,Kumbari,kavitha.kumbari@company.com,Marketing,Marketing Manager,L1,EMP_0039,Bengaluru Office,40.91,2,2021-12-09,2023-04-20,False,Hire
193,EMP_0110,Kavitha,Kumbari,kavitha.kumbari@company.com,Marketing,Marketing Manager,L2,EMP_0039,Bengaluru Office,51.88,3,2023-04-21,2024-11-25,False,Promotion
194,EMP_0110,Kavitha,Kumbari,kavitha.kumbari@company.com,Marketing,Marketing Manager,L3,EMP_0039,Bengaluru Office,58.72,3,2024-11-26,,True,Promotion
195,EMP_0111,Vijay,Nayaka,vijay.nayaka@company.com,Finance,Finance Controller,L1,EMP_0020,Bengaluru Office,56.3,2,2024-09-02,2025-10-17,False,Hire
196,EMP_0111,Vijay,Nayaka,vijay.nayaka@company.com,Finance,Finance Controller,L2,EMP_0020,Bengaluru Office,69.31,2,2025-10-18,,True,Promotion
197,EMP_0112,Kavitha,Desai,kavitha.desai@company.com,Finance,Financial Analyst,L1,EMP_0030,Bengaluru Office,49.92,5,2024-12-13,2026-01-07,False,Hire
198,EMP_0112,Kavitha,Desai,kavitha.desai@company.com,Finance,Financial Analyst,L2,EMP_0030,Bengaluru Office,55.64,5,2026-01-08,,True,Promotion
199,EMP_0113,Deepika,Shetty,deepika.shetty@company.com,Marketing,SEO Executive,L1,EMP_0042,Bengaluru Office,24.07,2,2023-02-12,2023-09-13,False,Hire
200,EMP_0114,Roopa,Gowda,roopa.gowda@company.com,Sales,Account Executive,L1,EMP_0020,Mumbai Office,21.41,3,2025-03-14,2026-05-25,False,Hire
201,EMP_0114,Roopa,Gowda,roopa.gowda@company.com,Sales,Account Executive,L2,EMP_0020,Mumbai Office,27.98,3,2026-05-26,2027-09-23,False,Promotion
202,EMP_0114,Roopa,Gowda,roopa.gowda@company.com,Sales,Account Executive,L3,EMP_0020,Mumbai Office,34.52,4,2027-09-24,,True,Promotion
203,EMP_0115,Deepika,Joshi,deepika.joshi@company.com,HR,HR Business Partner,L1,EMP_0033,Bengaluru Office,20.97,4,2024-08-03,2025-11-02,False,Hire
204,EMP_0115,Deepika,Joshi,deepika.joshi@company.com,HR,HR Business Partner,L2,EMP_0033,Bengaluru Office,28.58,3,2025-11-03,,True,Promotion
205,EMP_0116,Roopa,Kumbari,roopa.kumbari@company.com,Marketing,Marketing Manager,L1,EMP_0020,Bengaluru Office,21.08,2,2023-10-17,2025-04-14,False,Hire
206,EMP_0116,Roopa,Kumbari,roopa.kumbari@company.com,Marketing,Marketing Manager,L2,EMP_0020,Bengaluru Office,35.63,3,2025-04-15,,True,Promotion
207,EMP_0117,Shweta,Nayaka,shweta.nayaka@company.com,Finance,Financial Analyst,L1,EMP_0036,Mumbai Office,62.4,5,2022-05-30,2023-08-21,False,Hire
208,EMP_0117,Shweta,Nayaka,shweta.nayaka@company.com,Finance,Financial Analyst,L2,EMP_0036,Mumbai Office,75.28,5,2023-08-22,2024-12-07,False,Promotion
209,EMP_0117,Shweta,Nayaka,shweta.nayaka@company.com,Finance,Financial Analyst,L3,EMP_0036,Mumbai Office,86.12,5,2024-12-08,,True,Promotion
210,EMP_0118,Anil,Desai,anil.desai@company.com,HR,HR Associate,L1,EMP_0017,Mumbai Office,60.1,5,2025-02-09,,True,Hire
211,EMP_0119,Priyanka,Desai,priyanka.desai@company.com,Sales,Business Development Rep,L1,EMP_0027,Mumbai Office,60.11,4,2022-10-14,2023-09-16,False,Hire
212,EMP_0119,Priyanka,Desai,priyanka.desai@company.com,Sales,Business Development Rep,L2,EMP_0027,Mumbai Office,70.04,3,2023-09-17,2025-03-25,False,Promotion
213,EMP_0119,Priyanka,Desai,priyanka.desai@company.com,Sales,Business Development Rep,L3,EMP_0027,Mumbai Office,84.22,3,2025-03-26,,True,Promotion
214,EMP_0120,Sandeep,Rao,sandeep.rao@company.com,Sales,Account Executive,L1,EMP_0028,Hubballi Office,64.19,2,2024-07-26,2025-10-05,False,Hire
215,EMP_0120,Sandeep,Rao,sandeep.rao@company.com,Sales,Account Executive,L2,EMP_0028,Hubballi Office,71.69,2,2025-10-06,,True,Promotion
216,EMP_0121,Vijay,Gowda,vijay.gowda@company.com,Customer Success,CS Specialist,L1,EMP_0041,Hubballi Office,55.11,5,2022-01-22,2023-05-27,False,Hire
217,EMP_0121,Vijay,Gowda,vijay.gowda@company.com,Customer Success,CS Specialist,L2,EMP_0041,Hubballi Office,67.89,5,2023-05-28,2024-12-14,False,Promotion
218,EMP_0121,Vijay,Gowda,vijay.gowda@company.com,Customer Success,CS Specialist,L3,EMP_0041,Hubballi Office,82.12,4,2024-12-15,,True,Promotion
219,EMP_0122,Deepika,Rao,deepika.rao@company.com,Finance,Finance Controller,L1,EMP_0034,Bengaluru Office,58.73,3,2025-03-03,,True,Hire
220,EMP_0123,Priyanka,Gowda,priyanka.gowda@company.com,HR,HR Business Partner,L1,EMP_0048,Bengaluru Office,35.36,3,2022-03-01,2023-02-13,False,Hire
221,EMP_0123,Priyanka,Gowda,priyanka.gowda@company.com,HR,HR Business Partner,L2,EMP_0048,Bengaluru Office,48.52,3,2023-02-14,,True,Promotion
222,EMP_0124,Kavitha,Joshi,kavitha.joshi@company.com,Marketing,SEO Executive,L1,EMP_0022,Remote - India,35.65,2,2025-04-04,,True,Hire
223,EMP_0125,Shweta,Patil,shweta.patil@company.com,Marketing,Marketing Manager,L1,EMP_0015,Hubballi Office,51.85,5,2024-02-01,,True,Hire
224,EMP_0126,Deepika,Desai,deepika.desai@company.com,Finance,Finance Controller,L1,EMP_0003,Mumbai Office,46.14,4,2021-11-28,2022-09-29,False,Hire
225,EMP_0126,Deepika,Desai,deepika.desai@company.com,Finance,Finance Controller,L2,EMP_0003,Mumbai Office,52.87,3,2022-09-30,,True,Promotion
226,EMP_0127,Kavitha,Gowda,kavitha.gowda@company.com,HR,Talent Acquisition Specialist,L1,EMP_0037,Bengaluru Office,60.45,4,2022-04-10,2023-07-21,False,Hire
227,EMP_0127,Kavitha,Gowda,kavitha.gowda@company.com,HR,Talent Acquisition Specialist,L2,EMP_0037,Bengaluru Office,67.85,3,2023-07-22,,True,Promotion
228,EMP_0128,Shweta,Shetty,shweta.shetty@company.com,Engineering,QA Analyst,L1,EMP_0045,Bengaluru Office,79.54,5,2023-11-23,,True,Hire
229,EMP_0129,Deepika,Patil,deepika.patil@company.com,Sales,Business Development Rep,L1,EMP_0006,Mumbai Office,86.62,5,2023-08-12,2025-01-06,False,Hire
230,EMP_0130,Anil,Kulkarni,anil.kulkarni@company.com,Customer Success,CS Specialist,L1,EMP_0024,Mumbai Office,56.88,3,2021-11-04,2023-02-17,False,Hire
231,EMP_0130,Anil,Kulkarni,anil.kulkarni@company.com,Customer Success,CS Specialist,L2,EMP_0024,Mumbai Office,65.66,2,2023-02-18,2024-05-16,False,Promotion
232,EMP_0130,Anil,Kulkarni,anil.kulkarni@company.com,Customer Success,CS Specialist,L3,EMP_0024,Mumbai Office,80.62,1,2024-05-17,,True,Promotion
233,EMP_0131,Roopa,Kumbari,roopa.kumbari@company.com,Marketing,Content Specialist,L1,EMP_0007,Remote - India,49.72,5,2023-12-06,2024-10-30,False,Hire
234,EMP_0132,Kavitha,Gowda,kavitha.gowda@company.com,Engineering,Software Engineer,L1,EMP_0004,Remote - India,34.15,4,2023-05-13,2024-05-01,False,Hire
235,EMP_0132,Kavitha,Gowda,kavitha.gowda@company.com,Engineering,Software Engineer,L2,EMP_0004,Remote - India,46.38,4,2024-05-02,,True,Promotion
236,EMP_0133,Vijay,Joshi,vijay.joshi@company.com,Engineering,Tech Lead,L1,EMP_0038,Bengaluru Office,86.5,2,2023-10-28,,True,Hire
237,EMP_0134,Kavitha,Shetty,kavitha.shetty@company.com,Engineering,QA Analyst,L1,EMP_0014,Bengaluru Office,78.08,2,2021-11-19,2023-03-10,False,Hire
238,EMP_0134,Kavitha,Shetty,kavitha.shetty@company.com,Engineering,QA Analyst,L2,EMP_0014,Bengaluru Office,91.77,3,2023-03-11,2024-03-05,False,Promotion
239,EMP_0134,Kavitha,Shetty,kavitha.shetty@company.com,Engineering,QA Analyst,L3,EMP_0014,Bengaluru Office,99.0,2,2024-03-06,,True,Promotion
240,EMP_0135,Kavitha,Patil,kavitha.patil@company.com,Finance,Finance Controller,L1,EMP_0018,Bengaluru Office,34.03,4,2025-05-01,,True,Hire
241,EMP_0136,Sandeep,Gowda,sandeep.gowda@company.com,HR,Talent Acquisition Specialist,L1,EMP_0043,Bengaluru Office,70.8,4,2022-05-07,2023-07-27,False,Hire
242,EMP_0137,Vijay,Nayaka,vijay.nayaka@company.com,Engineering,Software Engineer,L1,EMP_0046,Bengaluru Office,93.79,4,2023-05-01,,True,Hire
243,EMP_0138,Manjunath,Joshi,manjunath.joshi@company.com,Engineering,Tech Lead,L1,EMP_0023,Bengaluru Office,51.45,5,2025-02-15,2026-03-07,False,Hire
244,EMP_0138,Manjunath,Joshi,manjunath.joshi@company.com,Engineering,Tech Lead,L2,EMP_0023,Bengaluru Office,59.4,4,2026-03-08,2027-02-01,False,Promotion
245,EMP_0138,Manjunath,Joshi,manjunath.joshi@company.com,Engineering,Tech Lead,L3,EMP_0023,Bengaluru Office,70.25,4,2027-02-02,,True,Promotion
246,EMP_0139,Shweta,Bhat,shweta.bhat@company.com,Customer Success,CS Specialist,L1,EMP_0025,Mumbai Office,43.13,4,2023-06-03,2024-01-18,False,Hire
247,EMP_0140,Shweta,Joshi,shweta.joshi@company.com,HR,HR Business Partner,L1,EMP_0045,Mumbai Office,56.39,2,2023-09-29,2025-01-18,False,Hire
248,EMP_0140,Shweta,Joshi,shweta.joshi@company.com,HR,HR Business Partner,L2,EMP_0045,Mumbai Office,63.16,3,2025-01-19,2026-07-19,False,Promotion
249,EMP_0140,Shweta,Joshi,shweta.joshi@company.com,HR,HR Business Partner,L3,EMP_0045,Mumbai Office,70.63,2,2026-07-20,,True,Promotion
250,EMP_0141,Karthik,Patil,karthik.patil@company.com,Sales,Account Executive,L1,EMP_0038,Hubballi Office,58.84,4,2021-12-24,2023-07-08,False,Hire
251,EMP_0141,Karthik,Patil,karthik.patil@company.com,Sales,Account Executive,L2,EMP_0038,Hubballi Office,68.2,3,2023-07-09,2024-10-29,False,Promotion
252,EMP_0141,Karthik,Patil,karthik.patil@company.com,Sales,Account Executive,L3,EMP_0038,Hubballi Office,76.75,3,2024-10-30,,True,Promotion
253,EMP_0142,Roopa,Nayaka,roopa.nayaka@company.com,Sales,Account Executive,L1,EMP_0037,Bengaluru Office,31.81,5,2023-12-13,2025-06-28,False,Hire
254,EMP_0142,Roopa,Nayaka,roopa.nayaka@company.com,Sales,Account Executive,L2,EMP_0037,Bengaluru Office,37.29,5,2025-06-29,2026-09-06,False,Promotion
255,EMP_0142,Roopa,Nayaka,roopa.nayaka@company.com,Sales,Account Executive,L3,EMP_0037,Bengaluru Office,46.61,5,2026-09-07,,True,Promotion
256,EMP_0143,Roopa,Shetty,roopa.shetty@company.com,Marketing,Marketing Manager,L1,EMP_0004,Remote - India,38.34,3,2022-01-28,2023-07-21,False,Hire
257,EMP_0143,Roopa,Shetty,roopa.shetty@company.com,Marketing,Marketing Manager,L2,EMP_0004,Remote - India,45.93,4,2023-07-22,2024-10-24,False,Promotion
258,EMP_0143,Roopa,Shetty,roopa.shetty@company.com,Marketing,Marketing Manager,L3,EMP_0004,Remote - India,58.33,3,2024-10-25,,True,Promotion
259,EMP_0144,Vijay,Rao,vijay.rao@company.com,Engineering,Tech Lead,L1,EMP_0002,Hubballi Office,39.55,5,2024-05-09,,True,Hire
260,EMP_0145,Roopa,Kulkarni,roopa.kulkarni@company.com,HR,HR Associate,L1,EMP_0025,Hubballi Office,48.12,2,2021-11-20,,True,Hire
261,EMP_0146,Manjunath,Shetty,manjunath.shetty@company.com,Finance,Finance Controller,L1,EMP_0037,Remote - India,36.8,3,2022-03-30,2023-03-04,False,Hire
262,EMP_0146,Manjunath,Shetty,manjunath.shetty@company.com,Finance,Finance Controller,L2,EMP_0037,Remote - India,45.71,4,2023-03-05,2024-05-07,False,Promotion
263,EMP_0146,Manjunath,Shetty,manjunath.shetty@company.com,Finance,Finance Controller,L3,EMP_0037,Remote - India,54.94,5,2024-05-08,,True,Promotion
264,EMP_0147,Kavitha,Shetty,kavitha.shetty@company.com,Customer Success,Support Engineer,L1,EMP_0050,Hubballi Office,29.01,4,2021-10-11,2022-10-16,False,Hire
265,EMP_0147,Kavitha,Shetty,kavitha.shetty@company.com,Customer Success,Support Engineer,L2,EMP_0050,Hubballi Office,42.2,3,2022-10-17,2024-03-05,False,Promotion
266,EMP_0147,Kavitha,Shetty,kavitha.shetty@company.com,Customer Success,Support Engineer,L3,EMP_0050,Hubballi Office,48.27,4,2024-03-06,,True,Promotion
267,EMP_0148,Karthik,Kumbari,karthik.kumbari@company.com,Finance,Accountant,L1,EMP_0042,Remote - India,16.59,3,2023-04-23,2024-11-07,False,Hire
268,EMP_0148,Karthik,Kumbari,karthik.kumbari@company.com,Finance,Accountant,L2,EMP_0042,Remote - India,23.87,4,2024-11-08,,True,Promotion
269,EMP_0149,Shweta,Shetty,shweta.shetty@company.com,Sales,Sales Manager,L1,EMP_0048,Remote - India,78.94,4,2023-09-01,2025-04-20,False,Hire
270,EMP_0149,Shweta,Shetty,shweta.shetty@company.com,Sales,Sales Manager,L2,EMP_0048,Remote - India,88.2,3,2025-04-21,2026-03-25,False,Promotion
271,EMP_0149,Shweta,Shetty,shweta.shetty@company.com,Sales,Sales Manager,L3,EMP_0048,Remote - India,94.92,4,2026-03-26,,True,Promotion
272,EMP_0150,Manjunath,Rao,manjunath.rao@company.com,Engineering,QA Analyst,L1,EMP_0038,Bengaluru Office,57.3,2,2025-05-21,2026-04-26,False,Hire
273,EMP_0150,Manjunath,Rao,manjunath.rao@company.com,Engineering,QA Analyst,L2,EMP_0038,Bengaluru Office,71.91,1,2026-04-27,,True,Promotion
274,EMP_0151,Vijay,Kumbari,vijay.kumbari@company.com,HR,Talent Acquisition Specialist,L1,EMP_0009,Remote - India,59.56,3,2021-09-27,,True,Hire
275,EMP_0152,Priyanka,Shetty,priyanka.shetty@company.com,Engineering,Tech Lead,L1,EMP_0009,Bengaluru Office,69.43,3,2022-11-26,,True,Hire
276,EMP_0153,Deepika,Kumbari,deepika.kumbari@company.com,Customer Success,Support Engineer,L1,EMP_0018,Mumbai Office,70.49,5,2024-04-11,2025-02-26,False,Hire
277,EMP_0153,Deepika,Kumbari,deepika.kumbari@company.com,Customer Success,Support Engineer,L2,EMP_0018,Mumbai Office,80.36,5,2025-02-27,2026-09-13,False,Promotion
278,EMP_0153,Deepika,Kumbari,deepika.kumbari@company.com,Customer Success,Support Engineer,L3,EMP_0018,Mumbai Office,92.58,5,2026-09-14,,True,Promotion
279,EMP_0154,Anil,Desai,anil.desai@company.com,Finance,Financial Analyst,L1,EMP_0045,Hubballi Office,34.9,2,2021-08-21,,True,Hire
280,EMP_0155,Priyanka,Desai,priyanka.desai@company.com,Engineering,QA Analyst,L1,EMP_0026,Hubballi Office,50.93,2,2021-12-23,2022-11-09,False,Hire
281,EMP_0155,Priyanka,Desai,priyanka.desai@company.com,Engineering,QA Analyst,L2,EMP_0026,Hubballi Office,64.08,2,2022-11-10,,True,Promotion
282,EMP_0156,Shweta,Kulkarni,shweta.kulkarni@company.com,Customer Success,Support Engineer,L1,EMP_0043,Bengaluru Office,66.61,4,2021-05-27,2022-10-08,False,Hire
283,EMP_0156,Shweta,Kulkarni,shweta.kulkarni@company.com,Customer Success,Support Engineer,L2,EMP_0043,Bengaluru Office,78.68,5,2022-10-09,,True,Promotion
284,EMP_0157,Deepika,Shetty,deepika.shetty@company.com,Engineering,Tech Lead,L1,EMP_0022,Hubballi Office,24.24,4,2023-05-19,2024-06-02,False,Hire
285,EMP_0157,Deepika,Shetty,deepika.shetty@company.com,Engineering,Tech Lead,L2,EMP_0022,Hubballi Office,34.03,4,2024-06-03,,True,Promotion
286,EMP_0158,Deepika,Rao,deepika.rao@company.com,Customer Success,Support Engineer,L1,EMP_0049,Hubballi Office,19.73,3,2021-06-11,2022-09-04,False,Hire
287,EMP_0158,Deepika,Rao,deepika.rao@company.com,Customer Success,Support Engineer,L2,EMP_0049,Hubballi Office,33.45,2,2022-09-05,2023-10-20,False,Promotion
288,EMP_0158,Deepika,Rao,deepika.rao@company.com,Customer Success,Support Engineer,L3,EMP_0049,Hubballi Office,42.36,1,2023-10-21,,True,Promotion
289,EMP_0159,Priyanka,Bhat,priyanka.bhat@company.com,Customer Success,CS Manager,L1,EMP_0001,Remote - India,56.67,2,2023-01-09,,True,Hire
290,EMP_0160,Shweta,Shetty,shweta.shetty@company.com,Customer Success,CS Manager,L1,EMP_0021,Hubballi Office,61.45,2,2023-02-24,2024-02-17,False,Hire
291,EMP_0160,Shweta,Shetty,shweta.shetty@company.com,Customer Success,CS Manager,L2,EMP_0021,Hubballi Office,75.75,3,2024-02-18,,True,Promotion
292,EMP_0161,Deepika,Bhat,deepika.bhat@company.com,HR,HR Associate,L1,EMP_0012,Mumbai Office,76.76,3,2023-06-24,,True,Hire
293,EMP_0162,Priyanka,Kumbari,priyanka.kumbari@company.com,HR,HR Business Partner,L1,EMP_0027,Hubballi Office,86.17,3,2022-03-22,2023-11-08,False,Hire
294,EMP_0162,Priyanka,Kumbari,priyanka.kumbari@company.com,HR,HR Business Partner,L2,EMP_0027,Hubballi Office,93.07,2,2023-11-09,2024-09-30,False,Promotion
295,EMP_0162,Priyanka,Kumbari,priyanka.kumbari@company.com,HR,HR Business Partner,L3,EMP_0027,Hubballi Office,99.0,2,2024-10-01,,True,Promotion
296,EMP_0163,Manjunath,Rao,manjunath.rao@company.com,Finance,Financial Analyst,L1,EMP_0040,Mumbai Office,57.75,5,2023-11-14,2025-06-08,False,Hire
297,EMP_0164,Shweta,Kulkarni,shweta.kulkarni@company.com,HR,Talent Acquisition Specialist,L1,EMP_0041,Bengaluru Office,18.22,4,2025-03-04,,True,Hire
298,EMP_0165,Manjunath,Desai,manjunath.desai@company.com,Customer Success,CS Manager,L1,EMP_0043,Mumbai Office,22.86,3,2022-08-03,2023-10-31,False,Hire
299,EMP_0165,Manjunath,Desai,manjunath.desai@company.com,Customer Success,CS Manager,L2,EMP_0043,Mumbai Office,35.61,2,2023-11-01,2024-09-08,False,Promotion
300,EMP_0165,Manjunath,Desai,manjunath.desai@company.com,Customer Success,CS Manager,L3,EMP_0043,Mumbai Office,49.22,3,2024-09-09,,True,Promotion
301,EMP_0166,Karthik,Kumbari,karthik.kumbari@company.com,HR,HR Associate,L1,EMP_0028,Hubballi Office,21.82,5,2024-06-28,2026-01-27,False,Hire
302,EMP_0166,Karthik,Kumbari,karthik.kumbari@company.com,HR,HR Associate,L2,EMP_0028,Hubballi Office,32.92,5,2026-01-28,2027-03-21,False,Promotion
303,EMP_0166,Karthik,Kumbari,karthik.kumbari@company.com,HR,HR Associate,L3,EMP_0028,Hubballi Office,42.61,4,2027-03-22,,True,Promotion
304,EMP_0167,Kavitha,Nayaka,kavitha.nayaka@company.com,HR,HR Business Partner,L1,EMP_0002,Hubballi Office,27.67,4,2025-02-18,2025-12-31,False,Hire
305,EMP_0167,Kavitha,Nayaka,kavitha.nayaka@company.com,HR,HR Business Partner,L2,EMP_0002,Hubballi Office,38.45,5,2026-01-01,,True,Promotion
306,EMP_0168,Priyanka,Shetty,priyanka.shetty@company.com,Engineering,Software Engineer,L1,EMP_0043,Hubballi Office,74.76,2,2023-01-12,2024-03-19,False,Hire
307,EMP_0168,Priyanka,Shetty,priyanka.shetty@company.com,Engineering,Software Engineer,L2,EMP_0043,Hubballi Office,86.0,1,2024-03-20,,True,Promotion
308,EMP_0169,Deepika,Gowda,deepika.gowda@company.com,Finance,Financial Analyst,L1,EMP_0011,Remote - India,93.03,4,2025-03-09,2026-05-12,False,Hire
309,EMP_0169,Deepika,Gowda,deepika.gowda@company.com,Finance,Financial Analyst,L2,EMP_0011,Remote - India,99.0,5,2026-05-13,2027-03-25,False,Promotion
310,EMP_0169,Deepika,Gowda,deepika.gowda@company.com,Finance,Financial Analyst,L3,EMP_0011,Remote - India,99.0,4,2027-03-26,,True,Promotion
311,EMP_0170,Vijay,Rao,vijay.rao@company.com,Finance,Finance Controller,L1,EMP_0049,Bengaluru Office,88.48,5,2022-12-11,2024-07-07,False,Hire
312,EMP_0170,Vijay,Rao,vijay.rao@company.com,Finance,Finance Controller,L2,EMP_0049,Bengaluru Office,99.0,5,2024-07-08,2025-07-19,False,Promotion
313,EMP_0170,Vijay,Rao,vijay.rao@company.com,Finance,Finance Controller,L3,EMP_0049,Bengaluru Office,99.0,5,2025-07-20,,True,Promotion
314,EMP_0171,Vijay,Rao,vijay.rao@company.com,Customer Success,CS Manager,L1,EMP_0026,Remote - India,92.1,3,2025-02-04,2026-06-07,False,Hire
315,EMP_0171,Vijay,Rao,vijay.rao@company.com,Customer Success,CS Manager,L2,EMP_0026,Remote - India,97.5,2,2026-06-08,2027-09-24,False,Promotion
316,EMP_0171,Vijay,Rao,vijay.rao@company.com,Customer Success,CS Manager,L3,EMP_0026,Remote - India,99.0,2,2027-09-25,,True,Promotion
317,EMP_0172,Priyanka,Rao,priyanka.rao@company.com,Marketing,SEO Executive,L1,EMP_0029,Hubballi Office,17.49,5,2023-02-05,2024-04-03,False,Hire
318,EMP_0172,Priyanka,Rao,priyanka.rao@company.com,Marketing,SEO Executive,L2,EMP_0029,Hubballi Office,31.34,4,2024-04-04,,True,Promotion
319,EMP_0173,Deepika,Nayaka,deepika.nayaka@company.com,Marketing,SEO Executive,L1,EMP_0031,Hubballi Office,52.49,3,2023-07-29,2024-11-24,False,Hire
320,EMP_0174,Kavitha,Kulkarni,kavitha.kulkarni@company.com,Customer Success,CS Manager,L1,EMP_0039,Hubballi Office,34.83,4,2024-10-06,2026-04-29,False,Hire
321,EMP_0174,Kavitha,Kulkarni,kavitha.kulkarni@company.com,Customer Success,CS Manager,L2,EMP_0039,Hubballi Office,46.57,5,2026-04-30,2027-06-13,False,Promotion
322,EMP_0174,Kavitha,Kulkarni,kavitha.kulkarni@company.com,Customer Success,CS Manager,L3,EMP_0039,Hubballi Office,61.55,5,2027-06-14,,True,Promotion
323,EMP_0175,Karthik,Shetty,karthik.shetty@company.com,Customer Success,Support Engineer,L1,EMP_0023,Bengaluru Office,71.46,2,2021-11-06,2023-03-18,False,Hire
324,EMP_0175,Karthik,Shetty,karthik.shetty@company.com,Customer Success,Support Engineer,L2,EMP_0023,Bengaluru Office,78.97,3,2023-03-19,,True,Promotion
325,EMP_0176,Karthik,Bhat,karthik.bhat@company.com,Engineering,Tech Lead,L1,EMP_0042,Hubballi Office,92.05,5,2023-07-19,2024-09-04,False,Hire
