customer_id,first_name,last_name,email,signup_date,gender,age,preferred_language,acquisition_channel,lifetime_value
CUST_0250,Meera,Nair,cust_0250@customer-c360.com,2026-03-04,Other,63,English,Facebook Ads,17730.8
CUST_0251,Divya,Kumbari,cust_0251@customer-c360.com,2026-02-24,Male,59,English,Organic Search,0.0
CUST_0252,Vikram,Kumbari,cust_0252@customer-c360.com,2026-03-15,Female,49,English,Organic Search,0.0
CUST_0253,Arjun,Kumbari,cust_0253@customer-c360.com,2026-03-02,Female,35,English,Facebook Ads,13841.23
CUST_0254,Shweta,Das,cust_0254@customer-c360.com,2026-04-02,Other,49,English,Organic Search,5408.91
CUST_0255,Meera,Nair,cust_0255@customer-c360.com,2026-01-10,Male,48,English,Organic Search,27670.13
CUST_0256,Rohan,Singh,cust_0256@customer-c360.com,2026-03-11,Female,44,English,Direct Traffic,0.0
CUST_0257,Karan,Das,cust_0257@customer-c360.com,2026-03-14,Female,30,English,Direct Traffic,770.57
CUST_0258,Pooja,Verma,cust_0258@customer-c360.com,2026-03-27,Female,40,English,Organic Search,10497.59
CUST_0259,Arjun,Rao,cust_0259@customer-c360.com,2026-03-20,Other,26,English,Direct Traffic,17510.58
CUST_0260,Shweta,Gupta,cust_0260@customer-c360.com,2026-02-02,Male,18,English,Direct Traffic,0.0
CUST_0261,Karan,Singh,cust_0261@customer-c360.com,2026-03-15,Male,31,English,Facebook Ads,1872.42
CUST_0262,Karan,Joshi,cust_0262@customer-c360.com,2026-01-31,Male,20,English,Facebook Ads,15174.43
CUST_0263,Vikram,Singh,cust_0263@customer-c360.com,2026-01-10,Female,33,English,Facebook Ads,0.0
CUST_0264,Karan,Kumbari,cust_0264@customer-c360.com,2026-01-08,Female,64,English,Organic Search,0.0
CUST_0265,Amit,Singh,cust_0265@customer-c360.com,2026-01-28,Female,27,English,Direct Traffic,1061.96
CUST_0266,Karan,Rao,cust_0266@customer-c360.com,2026-02-27,Other,42,English,Google Ads,5735.81
CUST_0267,Karan,Singh,cust_0267@customer-c360.com,2026-03-16,Male,21,English,Google Ads,4852.58
CUST_0268,Sneha,Joshi,cust_0268@customer-c360.com,2026-03-12,Female,50,English,Direct Traffic,3188.29
CUST_0269,Amit,Verma,cust_0269@customer-c360.com,2026-02-25,Male,62,English,Google Ads,6568.14
CUST_0270,Pooja,Nair,cust_0270@customer-c360.com,2026-01-22,Female,32,English,Organic Search,5709.63
CUST_0271,Meera,Sharma,cust_0271@customer-c360.com,2026-01-01,Other,51,English,Direct Traffic,0.0
CUST_0272,Shweta,Kumbari,cust_0272@customer-c360.com,2026-01-30,Other,39,English,Facebook Ads,273.36
CUST_0273,Vikram,Gupta,cust_0273@customer-c360.com,2026-02-27,Other,60,English,Organic Search,2653.79
CUST_0274,Amit,Kumbari,cust_0274@customer-c360.com,2026-02-17,Other,29,English,Facebook Ads,17158.44
CUST_0275,Pooja,Das,cust_0275@customer-c360.com,2026-02-19,Female,64,English,Direct Traffic,18987.68
CUST_0276,Meera,Das,cust_0276@customer-c360.com,2026-03-17,Other,35,English,Direct Traffic,0.0
CUST_0277,Vikram,Rao,cust_0277@customer-c360.com,2026-01-22,Male,65,English,Organic Search,18000.55
CUST_0278,Meera,Gupta,cust_0278@customer-c360.com,2026-04-08,Male,34,English,Google Ads,8753.01
CUST_0279,Vikram,Joshi,cust_0279@customer-c360.com,2026-02-22,Female,24,English,Organic Search,11976.07
CUST_0280,Pooja,Patel,cust_0280@customer-c360.com,2026-02-18,Male,40,English,Google Ads,8573.03
CUST_0281,Rohan,Singh,cust_0281@customer-c360.com,2026-01-11,Female,65,English,Direct Traffic,14291.93
CUST_0282,Meera,Patel,cust_0282@customer-c360.com,2026-03-08,Other,55,English,Facebook Ads,0.0
CUST_0283,Sneha,Nair,cust_0283@customer-c360.com,2026-04-06,Female,62,English,Facebook Ads,12508.41
CUST_0284,Divya,Gupta,cust_0284@customer-c360.com,2026-03-22,Male,33,English,Direct Traffic,3510.77
CUST_0285,Arjun,Joshi,cust_0285@customer-c360.com,2026-04-10,Male,32,English,Facebook Ads,6707.21
CUST_0286,Pooja,Gupta,cust_0286@customer-c360.com,2026-03-05,Other,48,English,Direct Traffic,6691.89
CUST_0287,Karan,Das,cust_0287@customer-c360.com,2026-03-25,Female,51,English,Google Ads,12033.75
CUST_0288,Divya,Rao,cust_0288@customer-c360.com,2026-01-20,Male,24,English,Organic Search,0.0
CUST_0289,Shweta,Joshi,cust_0289@customer-c360.com,2026-03-08,Other,59,English,Organic Search,0.0
CUST_0290,Sneha,Nair,cust_0290@customer-c360.com,2026-02-21,Other,36,English,Google Ads,20678.53
CUST_0291,Amit,Joshi,cust_0291@customer-c360.com,2026-01-09,Male,38,English,Facebook Ads,18046.15
CUST_0292,Sneha,Rao,cust_0292@customer-c360.com,2026-02-23,Female,59,English,Facebook Ads,13712.52
CUST_0293,Shweta,Singh,cust_0293@customer-c360.com,2026-01-31,Female,60,English,Direct Traffic,16400.91
CUST_0294,Meera,Sharma,cust_0294@customer-c360.com,2026-01-13,Other,44,English,Organic Search,3528.68
CUST_0295,Meera,Rao,cust_0295@customer-c360.com,2026-03-27,Female,30,English,Facebook Ads,0.0
CUST_0296,Amit,Gupta,cust_0296@customer-c360.com,2026-03-27,Other,32,English,Facebook Ads,9754.04
CUST_0297,Rohan,Singh,cust_0297@customer-c360.com,2026-04-04,Male,35,English,Google Ads,2793.22
CUST_0298,Rohan,Singh,cust_0298@customer-c360.com,2026-01-17,Female,20,English,Organic Search,0.0
CUST_0299,Meera,Kumbari,cust_0299@customer-c360.com,2026-04-06,Male,45,English,Direct Traffic,3050.22
CUST_0300,Shweta,Das,cust_0300@customer-c360.com,2026-01-30,Female,64,English,Direct Traffic,23803.78
CUST_0301,Amit,Joshi,cust_0301@customer-c360.com,2026-03-05,Other,61,English,Facebook Ads,13921.15
CUST_0302,Meera,Das,cust_0302@customer-c360.com,2026-02-14,Female,39,English,Facebook Ads,14705.51
CUST_0303,Meera,Singh,cust_0303@customer-c360.com,2026-03-07,Male,20,English,Google Ads,7086.32
CUST_0304,Karan,Patel,cust_0304@customer-c360.com,2026-02-13,Male,34,English,Organic Search,9105.82
CUST_0305,Karan,Verma,cust_0305@customer-c360.com,2026-03-08,Male,30,English,Facebook Ads,11227.66
CUST_0306,Divya,Joshi,cust_0306@customer-c360.com,2026-03-07,Female,64,English,Direct Traffic,11741.05
CUST_0307,Amit,Joshi,cust_0307@customer-c360.com,2026-04-02,Other,32,English,Direct Traffic,9242.78
CUST_0308,Karan,Das,cust_0308@customer-c360.com,2026-03-06,Male,31,English,Facebook Ads,0.0
CUST_0309,Divya,Nair,cust_0309@customer-c360.com,2026-03-23,Female,44,English,Organic Search,9367.59
CUST_0310,Vikram,Patel,cust_0310@customer-c360.com,2026-02-11,Female,49,English,Google Ads,9215.31
CUST_0311,Vikram,Rao,cust_0311@customer-c360.com,2026-02-28,Other,46,English,Organic Search,0.0
CUST_0312,Rohan,Kumbari,cust_0312@customer-c360.com,2026-04-07,Other,32,English,Organic Search,0.0
CUST_0313,Pooja,Rao,cust_0313@customer-c360.com,2026-01-25,Other,64,English,Facebook Ads,11497.07
CUST_0314,Karan,Verma,cust_0314@customer-c360.com,2026-02-28,Other,23,English,Facebook Ads,0.0
CUST_0315,Divya,Kumbari,cust_0315@customer-c360.com,2026-04-08,Male,21,English,Organic Search,10203.78
CUST_0316,Rohan,Das,cust_0316@customer-c360.com,2026-01-04,Male,53,English,Organic Search,0.0
CUST_0317,Meera,Sharma,cust_0317@customer-c360.com,2026-01-17,Female,29,English,Direct Traffic,19566.87
CUST_0318,Shweta,Verma,cust_0318@customer-c360.com,2026-03-10,Male,54,English,Direct Traffic,7061.63
CUST_0319,Meera,Singh,cust_0319@customer-c360.com,2026-01-17,Other,46,English,Google Ads,0.0
CUST_0320,Rohan,Gupta,cust_0320@customer-c360.com,2026-04-01,Female,48,English,Facebook Ads,7540.76
CUST_0321,Sneha,Singh,cust_0321@customer-c360.com,2026-01-22,Other,48,English,Google Ads,24266.82
CUST_0322,Amit,Sharma,cust_0322@customer-c360.com,2026-01-20,Male,33,English,Facebook Ads,11960.5
CUST_0323,Divya,Nair,cust_0323@customer-c360.com,2026-01-26,Male,32,English,Direct Traffic,13946.05
CUST_0324,Divya,Sharma,cust_0324@customer-c360.com,2026-02-09,Male,53,English,Google Ads,0.0
CUST_0325,Divya,Joshi,cust_0325@customer-c360.com,2026-03-01,Male,22,English,Direct Traffic,7905.26
CUST_0326,Sneha,Verma,cust_0326@customer-c360.com,2026-04-11,Male,39,English,Direct Traffic,0.0
CUST_0327,Karan,Gupta,cust_0327@customer-c360.com,2026-02-27,Other,39,English,Google Ads,17690.1
CUST_0328,Amit,Nair,cust_0328@customer-c360.com,2026-01-12,Female,47,English,Organic Search,3867.44
CUST_0329,Rohan,Singh,cust_0329@customer-c360.com,2026-02-24,Male,37,English,Direct Traffic,28958.44
CUST_0330,Vikram,Gupta,cust_0330@customer-c360.com,2026-04-09,Female,32,English,Direct Traffic,4528.68
CUST_0331,Rohan,Gupta,cust_0331@customer-c360.com,2026-01-16,Other,46,English,Direct Traffic,8816.68
CUST_0332,Meera,Joshi,cust_0332@customer-c360.com,2026-03-04,Male,45,English,Facebook Ads,4109.34
CUST_0333,Meera,Verma,cust_0333@customer-c360.com,2026-04-03,Other,65,English,Facebook Ads,5352.49
CUST_0334,Rohan,Verma,cust_0334@customer-c360.com,2026-02-01,Other,41,English,Facebook Ads,13725.79
CUST_0335,Sneha,Kumbari,cust_0335@customer-c360.com,2026-03-16,Male,23,English,Google Ads,12373.7
CUST_0336,Pooja,Das,cust_0336@customer-c360.com,2026-02-14,Other,23,English,Direct Traffic,24962.32
CUST_0337,Shweta,Das,cust_0337@customer-c360.com,2026-01-18,Male,48,English,Direct Traffic,12450.58
CUST_0338,Arjun,Kumbari,cust_0338@customer-c360.com,2026-03-31,Other,64,English,Facebook Ads,9361.66
CUST_0339,Shweta,Singh,cust_0339@customer-c360.com,2026-04-07,Male,56,English,Organic Search,3437.22
CUST_0340,Vikram,Gupta,cust_0340@customer-c360.com,2026-01-31,Female,63,English,Facebook Ads,7856.35
CUST_0341,Amit,Patel,cust_0341@customer-c360.com,2026-01-18,Female,52,English,Google Ads,0.0
CUST_0342,Amit,Das,cust_0342@customer-c360.com,2026-03-27,Other,28,English,Direct Traffic,9294.94
CUST_0343,Vikram,Patel,cust_0343@customer-c360.com,2026-04-06,Male,54,English,Organic Search,0.0
CUST_0344,Shweta,Das,cust_0344@customer-c360.com,2026-01-02,Male,48,English,Google Ads,8471.84
CUST_0345,Sneha,Gupta,cust_0345@customer-c360.com,2026-03-13,Female,64,English,Facebook Ads,17873.66
CUST_0346,Shweta,Rao,cust_0346@customer-c360.com,2026-04-08,Other,44,English,Facebook Ads,0.0
CUST_0347,Meera,Das,cust_0347@customer-c360.com,2026-02-07,Other,34,English,Google Ads,27850.98
CUST_0348,Shweta,Sharma,cust_0348@customer-c360.com,2026-03-15,Other,43,English,Organic Search,0.0
CUST_0349,Divya,Patel,cust_0349@customer-c360.com,2026-03-01,Male,50,English,Google Ads,281.24
CUST_0350,Vikram,Sharma,cust_0350@customer-c360.com,2026-04-04,Other,18,English,Direct Traffic,8599.35
CUST_0351,Meera,Singh,cust_0351@customer-c360.com,2026-02-12,Other,63,English,Organic Search,21335.26
CUST_0352,Divya,Sharma,cust_0352@customer-c360.com,2026-02-18,Male,31,English,Organic Search,6467.93
CUST_0353,Rohan,Joshi,cust_0353@customer-c360.com,2026-04-02,Male,36,English,Direct Traffic,15518.95
CUST_0354,Karan,Das,cust_0354@customer-c360.com,2026-01-05,Female,18,English,Google Ads,25616.92
CUST_0355,Divya,Verma,cust_0355@customer-c360.com,2026-04-11,Male,59,English,Facebook Ads,0.0
CUST_0356,Amit,Verma,cust_0356@customer-c360.com,2026-02-14,Other,21,English,Google Ads,18723.71
CUST_0357,Amit,Singh,cust_0357@customer-c360.com,2026-01-11,Other,39,English,Facebook Ads,7705.2
CUST_0358,Divya,Das,cust_0358@customer-c360.com,2026-04-11,Other,41,English,Facebook Ads,14348.83
CUST_0359,Karan,Rao,cust_0359@customer-c360.com,2026-02-15,Female,54,English,Google Ads,9021.83
CUST_0360,Amit,Das,cust_0360@customer-c360.com,2026-01-01,Female,63,English,Facebook Ads,19573.05
CUST_0361,Sneha,Nair,cust_0361@customer-c360.com,2026-03-12,Male,37,English,Organic Search,485.36
CUST_0362,Rohan,Das,cust_0362@customer-c360.com,2026-03-26,Male,59,English,Facebook Ads,5588.23
CUST_0363,Pooja,Nair,cust_0363@customer-c360.com,2026-01-27,Other,23,English,Organic Search,0.0
CUST_0364,Divya,Gupta,cust_0364@customer-c360.com,2026-02-14,Female,43,English,Facebook Ads,3800.72
CUST_0365,Divya,Kumbari,cust_0365@customer-c360.com,2026-03-15,Other,64,English,Organic Search,7049.35
CUST_0366,Meera,Das,cust_0366@customer-c360.com,2026-03-20,Male,30,English,Facebook Ads,16605.0
CUST_0367,Divya,Sharma,cust_0367@customer-c360.com,2026-03-21,Female,59,English,Facebook Ads,0.0
CUST_0368,Amit,Nair,cust_0368@customer-c360.com,2026-03-29,Other,32,English,Facebook Ads,0.0
CUST_0369,Pooja,Nair,cust_0369@customer-c360.com,2026-02-19,Other,52,English,Google Ads,22241.22
CUST_0370,Karan,Kumbari,cust_0370@customer-c360.com,2026-02-11,Female,44,English,Direct Traffic,5106.8
CUST_0371,Amit,Rao,cust_0371@customer-c360.com,2026-01-21,Male,19,English,Organic Search,0.0
CUST_0372,Rohan,Nair,cust_0372@customer-c360.com,2026-03-08,Female,20,English,Organic Search,0.0
CUST_0373,Karan,Joshi,cust_0373@customer-c360.com,2026-03-01,Male,64,English,Organic Search,27095.63
CUST_0374,Amit,Sharma,cust_0374@customer-c360.com,2026-04-09,Female,57,English,Organic Search,3218.26
CUST_0375,Meera,Das,cust_0375@customer-c360.com,2026-01-05,Male,36,English,Direct Traffic,0.0
CUST_0376,Shweta,Kumbari,cust_0376@customer-c360.com,2026-03-22,Male,50,English,Facebook Ads,2283.38
CUST_0377,Divya,Joshi,cust_0377@customer-c360.com,2026-01-04,Other,44,English,Facebook Ads,0.0
CUST_0378,Amit,Singh,cust_0378@customer-c360.com,2026-03-20,Other,26,English,Direct Traffic,12364.45
CUST_0379,Vikram,Patel,cust_0379@customer-c360.com,2026-03-29,Other,31,English,Facebook Ads,0.0
CUST_0380,Vikram,Gupta,cust_0380@customer-c360.com,2026-01-23,Female,30,English,Facebook Ads,0.0
CUST_0381,Sneha,Das,cust_0381@customer-c360.com,2026-01-18,Female,36,English,Google Ads,0.0
CUST_0382,Sneha,Rao,cust_0382@customer-c360.com,2026-02-11,Male,48,English,Direct Traffic,7120.58
CUST_0383,Vikram,Das,cust_0383@customer-c360.com,2026-01-03,Female,40,English,Direct Traffic,6334.69
CUST_0384,Meera,Das,cust_0384@customer-c360.com,2026-03-09,Male,43,English,Organic Search,0.0
CUST_0385,Rohan,Gupta,cust_0385@customer-c360.com,2026-01-13,Other,40,English,Facebook Ads,25618.89
CUST_0386,Pooja,Nair,cust_0386@customer-c360.com,2026-03-19,Other,49,English,Facebook Ads,8348.69
CUST_0387,Amit,Joshi,cust_0387@customer-c360.com,2026-03-18,Other,31,English,Organic Search,16451.82
CUST_0388,Amit,Nair,cust_0388@customer-c360.com,2026-03-25,Female,60,English,Google Ads,14714.62
CUST_0389,Arjun,Gupta,cust_0389@customer-c360.com,2026-02-25,Male,42,English,Organic Search,22150.64
CUST_0390,Vikram,Das,cust_0390@customer-c360.com,2026-03-31,Male,29,English,Organic Search,745.49
CUST_0391,Divya,Patel,cust_0391@customer-c360.com,2026-03-27,Female,51,English,Google Ads,6355.79
CUST_0392,Rohan,Das,cust_0392@customer-c360.com,2026-01-15,Male,19,English,Facebook Ads,22773.56
CUST_0393,Divya,Das,cust_0393@customer-c360.com,2026-02-22,Other,50,English,Facebook Ads,15497.84
CUST_0394,Pooja,Gupta,cust_0394@customer-c360.com,2026-02-18,Other,21,English,Facebook Ads,0.0
CUST_0395,Rohan,Gupta,cust_0395@customer-c360.com,2026-03-03,Female,22,English,Facebook Ads,0.0
CUST_0396,Divya,Patel,cust_0396@customer-c360.com,2026-01-08,Male,64,English,Facebook Ads,24809.39
CUST_0397,Pooja,Gupta,cust_0397@customer-c360.com,2026-01-19,Female,28,English,Organic Search,2357.74
CUST_0398,Rohan,Sharma,cust_0398@customer-c360.com,2026-01-17,Female,56,English,Google Ads,14435.03
CUST_0399,Meera,Joshi,cust_0399@customer-c360.com,2026-01-03,Male,19,English,Google Ads,0.0
CUST_0400,Vikram,Patel,cust_0400@customer-c360.com,2026-04-07,Female,49,English,Google Ads,0.0
CUST_0401,Meera,Rao,cust_0401@customer-c360.com,2026-02-12,Other,21,English,Direct Traffic,27073.25
CUST_0402,Karan,Verma,cust_0402@customer-c360.com,2026-03-27,Female,60,English,Organic Search,7857.63
CUST_0403,Arjun,Nair,cust_0403@customer-c360.com,2026-03-14,Other,35,English,Facebook Ads,0.0
CUST_0404,Shweta,Nair,cust_0404@customer-c360.com,2026-02-17,Male,25,English,Direct Traffic,26331.09
CUST_0405,Arjun,Gupta,cust_0405@customer-c360.com,2026-01-23,Male,37,English,Facebook Ads,1971.64
CUST_0406,Amit,Sharma,cust_0406@customer-c360.com,2026-03-27,Other,36,English,Direct Traffic,13823.07
CUST_0407,Karan,Gupta,cust_0407@customer-c360.com,2026-02-05,Male,43,English,Facebook Ads,9629.94
CUST_0408,Arjun,Das,cust_0408@customer-c360.com,2026-03-11,Other,29,English,Google Ads,14383.4
CUST_0409,Sneha,Nair,cust_0409@customer-c360.com,2026-02-19,Other,23,English,Organic Search,2504.24
CUST_0410,Karan,Patel,cust_0410@customer-c360.com,2026-02-23,Female,35,English,Organic Search,12567.54
CUST_0411,Pooja,Rao,cust_0411@customer-c360.com,2026-01-27,Other,63,English,Google Ads,0.0
CUST_0412,Shweta,Kumbari,cust_0412@customer-c360.com,2026-03-07,Other,43,English,Organic Search,1632.88
CUST_0413,Rohan,Nair,cust_0413@customer-c360.com,2026-01-30,Female,54,English,Direct Traffic,22147.79
CUST_0414,Meera,Kumbari,cust_0414@customer-c360.com,2026-04-06,Other,23,English,Google Ads,4263.01
CUST_0415,Meera,Nair,cust_0415@customer-c360.com,2026-04-02,Male,31,English,Facebook Ads,8245.98
CUST_0416,Karan,Singh,cust_0416@customer-c360.com,2026-02-10,Male,40,English,Organic Search,21264.81
CUST_0417,Rohan,Sharma,cust_0417@customer-c360.com,2026-02-21,Male,33,English,Organic Search,3116.04
CUST_0418,Meera,Das,cust_0418@customer-c360.com,2026-02-16,Female,23,English,Facebook Ads,9894.46
CUST_0419,Amit,Das,cust_0419@customer-c360.com,2026-01-07,Other,58,English,Direct Traffic,0.0
CUST_0420,Divya,Verma,cust_0420@customer-c360.com,2026-01-07,Other,63,English,Organic Search,26767.76
CUST_0421,Karan,Das,cust_0421@customer-c360.com,2026-04-10,Male,44,English,Facebook Ads,9160.05
CUST_0422,Arjun,Rao,cust_0422@customer-c360.com,2026-04-10,Male,34,English,Google Ads,6679.6
CUST_0423,Karan,Gupta,cust_0423@customer-c360.com,2026-03-04,Female,40,English,Organic Search,9475.37
CUST_0424,Arjun,Joshi,cust_0424@customer-c360.com,2026-01-19,Male,21,English,Direct Traffic,3780.69
CUST_0425,Sneha,Nair,cust_0425@customer-c360.com,2026-03-17,Other,52,English,Facebook Ads,972.25
CUST_0426,Shweta,Patel,cust_0426@customer-c360.com,2026-01-07,Male,46,English,Google Ads,0.0
CUST_0427,Rohan,Rao,cust_0427@customer-c360.com,2026-01-18,Male,25,English,Organic Search,8690.02
CUST_0428,Amit,Das,cust_0428@customer-c360.com,2026-01-16,Other,52,English,Direct Traffic,0.0
CUST_0429,Meera,Singh,cust_0429@customer-c360.com,2026-02-23,Female,36,English,Facebook Ads,15182.19
CUST_0430,Vikram,Patel,cust_0430@customer-c360.com,2026-02-18,Male,27,English,Facebook Ads,4355.23
CUST_0431,Karan,Sharma,cust_0431@customer-c360.com,2026-01-10,Female,19,English,Direct Traffic,14953.89
CUST_0432,Sneha,Kumbari,cust_0432@customer-c360.com,2026-02-21,Male,38,English,Organic Search,0.0
CUST_0433,Vikram,Singh,cust_0433@customer-c360.com,2026-02-10,Male,55,English,Organic Search,0.0
CUST_0434,Karan,Nair,cust_0434@customer-c360.com,2026-02-12,Male,19,English,Google Ads,2494.96
CUST_0435,Arjun,Rao,cust_0435@customer-c360.com,2026-02-14,Male,40,English,Direct Traffic,13205.19
CUST_0436,Rohan,Verma,cust_0436@customer-c360.com,2026-01-30,Male,45,English,Direct Traffic,13975.36
CUST_0437,Amit,Patel,cust_0437@customer-c360.com,2026-04-07,Female,37,English,Direct Traffic,11098.47
CUST_0438,Meera,Nair,cust_0438@customer-c360.com,2026-01-03,Male,47,English,Google Ads,318.49
CUST_0439,Amit,Verma,cust_0439@customer-c360.com,2026-03-23,Female,43,English,Facebook Ads,4248.36
CUST_0440,Arjun,Joshi,cust_0440@customer-c360.com,2026-01-20,Other,61,English,Facebook Ads,4081.34
CUST_0441,Divya,Verma,cust_0441@customer-c360.com,2026-02-01,Female,57,English,Google Ads,4639.49
CUST_0442,Pooja,Verma,cust_0442@customer-c360.com,2026-03-05,Female,60,English,Direct Traffic,14324.05
CUST_0443,Karan,Verma,cust_0443@customer-c360.com,2026-03-22,Other,19,English,Google Ads,11767.09
CUST_0444,Pooja,Verma,cust_0444@customer-c360.com,2026-03-09,Other,36,English,Organic Search,11208.54
CUST_0445,Meera,Joshi,cust_0445@customer-c360.com,2026-03-16,Male,45,English,Organic Search,7407.71
CUST_0446,Karan,Patel,cust_0446@customer-c360.com,2026-01-20,Other,27,English,Direct Traffic,13064.04
CUST_0447,Amit,Singh,cust_0447@customer-c360.com,2026-01-25,Male,44,English,Organic Search,15406.56
CUST_0448,Divya,Gupta,cust_0448@customer-c360.com,2026-02-05,Female,65,English,Facebook Ads,4840.14
CUST_0449,Rohan,Verma,cust_0449@customer-c360.com,2026-04-09,Other,53,English,Organic Search,10291.92
CUST_0450,Vikram,Rao,cust_0450@customer-c360.com,2026-02-18,Male,27,English,Facebook Ads,13196.74
CUST_0451,Divya,Gupta,cust_0451@customer-c360.com,2026-03-22,Female,56,English,Organic Search,0.0
CUST_0452,Meera,Verma,cust_0452@customer-c360.com,2026-02-01,Male,56,English,Organic Search,6252.39
CUST_0453,Karan,Singh,cust_0453@customer-c360.com,2026-01-13,Male,57,English,Organic Search,6864.74
CUST_0454,Vikram,Das,cust_0454@customer-c360.com,2026-03-26,Female,53,English,Direct Traffic,11798.26
CUST_0455,Karan,Rao,cust_0455@customer-c360.com,2026-02-24,Other,18,English,Organic Search,6096.79
CUST_0456,Rohan,Kumbari,cust_0456@customer-c360.com,2026-03-14,Other,25,English,Facebook Ads,2195.43
CUST_0457,Arjun,Sharma,cust_0457@customer-c360.com,2026-02-04,Male,31,English,Direct Traffic,17393.28
CUST_0458,Vikram,Nair,cust_0458@customer-c360.com,2026-01-14,Other,36,English,Facebook Ads,28448.54
CUST_0459,Rohan,Patel,cust_0459@customer-c360.com,2026-01-19,Male,54,English,Organic Search,19870.59
CUST_0460,Shweta,Rao,cust_0460@customer-c360.com,2026-02-19,Male,18,English,Organic Search,0.0
CUST_0461,Sneha,Sharma,cust_0461@customer-c360.com,2026-04-03,Female,60,English,Organic Search,12022.09
CUST_0462,Amit,Kumbari,cust_0462@customer-c360.com,2026-03-18,Other,32,English,Organic Search,22397.35
CUST_0463,Amit,Joshi,cust_0463@customer-c360.com,2026-03-03,Male,24,English,Google Ads,4429.19
CUST_0464,Vikram,Das,cust_0464@customer-c360.com,2026-02-03,Male,36,English,Google Ads,18356.57
CUST_0465,Divya,Rao,cust_0465@customer-c360.com,2026-03-21,Female,63,English,Google Ads,2102.44
CUST_0466,Karan,Kumbari,cust_0466@customer-c360.com,2026-01-20,Male,21,English,Google Ads,12577.88
CUST_0467,Pooja,Singh,cust_0467@customer-c360.com,2026-02-09,Female,31,English,Facebook Ads,3183.6
CUST_0468,Karan,Sharma,cust_0468@customer-c360.com,2026-02-09,Male,34,English,Google Ads,12922.71
CUST_0469,Divya,Verma,cust_0469@customer-c360.com,2026-03-16,Female,30,English,Direct Traffic,17989.26
CUST_0470,Pooja,Nair,cust_0470@customer-c360.com,2026-04-04,Male,42,English,Organic Search,9142.16
CUST_0471,Karan,Sharma,cust_0471@customer-c360.com,2026-04-02,Other,56,English,Facebook Ads,0.0
CUST_0472,Vikram,Gupta,cust_0472@customer-c360.com,2026-02-22,Other,35,English,Organic Search,11448.63
CUST_0473,Karan,Kumbari,cust_0473@customer-c360.com,2026-02-09,Female,45,English,Google Ads,22497.02
CUST_0474,Meera,Joshi,cust_0474@customer-c360.com,2026-03-01,Male,50,English,Organic Search,12976.9
CUST_0475,Vikram,Singh,cust_0475@customer-c360.com,2026-01-12,Other,57,English,Google Ads,23325.35
CUST_0476,Pooja,Rao,cust_0476@customer-c360.com,2026-01-18,Female,45,English,Direct Traffic,5849.97
CUST_0477,Karan,Patel,cust_0477@customer-c360.com,2026-02-02,Male,41,English,Facebook Ads,2437.42
CUST_0478,Pooja,Joshi,cust_0478@customer-c360.com,2026-02-13,Female,62,English,Google Ads,9770.89
CUST_0479,Meera,Verma,cust_0479@customer-c360.com,2026-01-25,Male,63,English,Direct Traffic,21298.74
CUST_0480,Shweta,Kumbari,cust_0480@customer-c360.com,2026-03-17,Other,35,English,Facebook Ads,11775.43
CUST_0481,Vikram,Patel,cust_0481@customer-c360.com,2026-03-17,Other,31,English,Organic Search,0.0
CUST_0482,Arjun,Joshi,cust_0482@customer-c360.com,2026-04-01,Other,30,English,Organic Search,8920.86
CUST_0483,Rohan,Gupta,cust_0483@customer-c360.com,2026-03-18,Male,42,English,Organic Search,0.0
CUST_0484,Shweta,Das,cust_0484@customer-c360.com,2026-04-03,Other,18,English,Facebook Ads,9985.57
CUST_0485,Divya,Sharma,cust_0485@customer-c360.com,2026-04-01,Other,28,English,Organic Search,1799.16
CUST_0486,Karan,Verma,cust_0486@customer-c360.com,2026-02-13,Male,35,English,Organic Search,13018.35
CUST_0487,Pooja,Sharma,cust_0487@customer-c360.com,2026-02-22,Female,65,English,Direct Traffic,744.39
CUST_0488,Sneha,Joshi,cust_0488@customer-c360.com,2026-01-19,Other,37,English,Organic Search,15305.44
CUST_0489,Rohan,Patel,cust_0489@customer-c360.com,2026-04-10,Other,40,English,Organic Search,0.0
CUST_0490,Meera,Nair,cust_0490@customer-c360.com,2026-03-30,Male,39,English,Facebook Ads,9713.5
CUST_0491,Amit,Singh,cust_0491@customer-c360.com,2026-01-04,Female,22,English,Facebook Ads,19601.64
CUST_0492,Sneha,Gupta,cust_0492@customer-c360.com,2026-04-02,Female,52,English,Direct Traffic,11408.38
CUST_0493,Karan,Verma,cust_0493@customer-c360.com,2026-01-17,Other,45,English,Direct Traffic,19031.89
CUST_0494,Karan,Sharma,cust_0494@customer-c360.com,2026-02-03,Male,51,English,Google Ads,6729.32
CUST_0495,Meera,Gupta,cust_0495@customer-c360.com,2026-02-26,Male,41,English,Google Ads,7972.29
CUST_0496,Amit,Sharma,cust_0496@customer-c360.com,2026-03-11,Other,58,English,Facebook Ads,0.0
CUST_0497,Rohan,Joshi,cust_0497@customer-c360.com,2026-01-13,Male,61,English,Google Ads,17670.51
CUST_0498,Rohan,Rao,cust_0498@customer-c360.com,2026-01-30,Male,57,English,Google Ads,20503.26
CUST_0499,Sneha,Das,cust_0499@customer-c360.com,2026-04-11,Female,61,English,Facebook Ads,19719.25
